Review,
 Coffee machine at breakfast could be improved ,0
 There was no soap in the bathroom The night manager tried to find some for us in the hotel but didn t find any The safe was very small could not fit a laptop Breakfast was so so ,0
 The Room is a bit small for guests coming for long trips with a bigger suitcase,0
 The continental breakfast wasn t worth it worth going out or the hotel,0
 The bed was a bit hard for us but that s simply a matter of preference ,0
 I forgot a jacket on my room so I would have liked if they would have contacted me to let me know I had left it so I could make arrangements to collect it before I left Paris to South Africa ,0
 Everything was perfect Merci tous I didn t have breakfast in hotel because we were walking all around Paris all day with friends but other customers said it was excellent ,0
 all of the staff were very helpful and friendly except of one staff that he never satisfied our requests and inquiries he was not friendly and with short temper the breakfast is good and clean but does not have much variety there is no business center but they offer a tablet at the reception for customers when needed You have to walk 12 or 15 min to get to the nearest subway station ,0
 Could have been a bit warmer in the bedroom but that is more our fault for not asking the staff to increase the room temperature I am sure if we had asked it would have been done This is being nit picky though ,0
 The breakfast starts at 7 while I had to leave at 6 15 I am not sure whether the labor laws in France allow it to start the breakfast at 6 but it would be nice ,0
 No restaurant and bar was closed at 9 I had no wifi in my room I complained 3 times to one member of staff and twice to another it never got resolved so I had to sit in the reception to use my tablet were they watched me do this,0
 Rooms are on the small side although that s normal for Paris Location is a little more south than most tourist sites but transit is available ,0
 Shower tiles joins had some mold that were almost completely cleaned after I mentioned it to the reception ,0
 all went well with me ,0
 Wi Fi is an issue Select must solve at all I personally talked to them in a very positive attitude But it is undoubtful That I shall continue to choose Select Hotel as my staying in Paris ,0
 Bedroom small for an executive double Little drawer or luggage space ,0
 Hotel seems over designed Design features sometimes seems more pretty than practical Open bathroom design is trendy now and there s a shower curtain that provided some privacy but there s no bathroom door Toilet is separate but there s no sink so you have to walk around to the other side of the room to wash your hands And there s no bin in the toilet,0
 Elevator finds it hard to cope in busy periods e g morning checkout time ,0
 Breakfast was just ok could have included eggs but that s very minor,0
 Minor things the lift was a bit small there were no English language channels available and sometimes they were a bit slow replenishing hot foods at breakfast ,0
 The breakfast is the weakest link They have an outstanding breakfast at Hotel Des Gobelins If they could have something similar I would never stay at a different hotel in my future stays in Paris ,0
 The room was a little small and the breakfast area too hot at times,0
 The TV didn t work although we did not call for help The light switches were hard to figure out I wasn t able to turn on the reading lights on the bed without turning on the rest of the room lights Not a big deal for a one night stay ,0
 The breakfast was a bit limited and the staff for this service were very slow Most of the people were complaining about it,0
 Elevator was a bit small but in a building this beautiful and old in such a lovely location that can quickly be forgiven,0
 The breakfast selection wasn t great and they ran out of a lot of things ,0
 We were up on the 4th floor and could not cool our room down since the air conditioning was set centrally Very warm Another disappointment were the directions from CDG airport that were given from the Select website Instead of the recommended bus we would take the train Much quicker and easier with no transfers Other than those two things we absolutely loved our stay and will be back ,0
 The cleaning staff was inconsistent and did not provide us with sufficient toiletries i e toilet paper soap so we would have to go down to the front desk to request them which was a bit of a hassle ,0
 rooms on the small side but man its Paris and this is a lovely hotel to stay in and area to visit ,0
 hard to fault ,0
 No parking ,0
 Bedroom a little small but more than adequate Toaster slow ,0
 Neither the phone or tv worked but it didn t t matter that much we notified staff as we were leaving ,0
 Room and bathroom were tiny could barely towel myself in the bathroom without hitting my elbows Had to sit sideways on the toilet due to highly inadequate leg room ,0
 I didn t like the fact the toilet had no sink so you couldn t immediately wash your hands Also the bathroom had no door and was right opposite our bed If one was showering and the other sleeping and the bathroom lights straight in his face and the noise of the shower I know there are better rooms we stayed in better and will make a point to ask for one next time ,0
 Breakfast could have been better ,0
 I was given two single beds instead of the double that I booked this was not changed for the first two nights of my 3 night stay the cleaner used a very powerful and to me at least unpleasant room spray despite requests not to breakfast was poor ,0
 No thing actually ,0
 Was twin single beds pushed together instead of double ,0
 Some people will find the rooms too small for their taste We did not mind and were happy to compromise on space for the beautiful decor Breakfast is just ok so book without and eat at nearby cafes ,0
 Proper double bed rather than 2 singles put together ,0
 The maid service is iffy We stayed for 6 days and only had our room cleaned for 3 of those days although we left early in the morning and didn t return till mid afternoon The biggest problem is the design of the rooms especially the bathrooms It s as if the designer thought how can I make this bathroom as difficult as possible to use The sink takes up half the room leaving no room for storing toiletries but it s so badly designed that the water only trickles out because otherwise the sink would overflow The taps are round and smooth so you can t turn them off with wet hands which is kind of the point of using them You have to walk under the shower to set the temperature so you freeze or boil while doing so The rooms even for Paris are extremely small so you end up with bruises from constantly tripping over furniture Too bad because it s a wonderful location and the front desk staff are great ,0
 All was great with the hotel Only thing was the fee to get a taxi back to the airport was 20 euros more going back because the hotel was booking it for us Very very odd ,0
 Rooms are a bit dated iron was old and leaked dirt on to clothes They could have cleared tables of used plates so we didn t have to,0
 Room was really quite small limited with 2 bags as was the bed though you couldn t have got a bigger bed in there I know they are in the process of renovating some floors and maybe could add better lighting to the hallways leading up to room and bigger numbers on doors ,0
 Wifi access was non existent in my room near the lobby and at breakfast,0
 I had searched for a three person room and was disappointed with the size of the room and that there were not three equal beds The third bed looked more like a sofa bed Other than that it was fine Location is good cleanliness could be improved we found a big lump of hair in the room All in all I didn t find that the hotel met my expectations ,0
 Pricing is very high particularly for early Spring ,0
 Breakfast was somewhat limited ,0
 bathroom tap designs were absurd trouble to operate with wet hands or know which was cold hot pressure in shower but this was minor should not stop a visit ,0
 Unable to access WiFi at the hotel had to go to a cafe to access Limited selection for breakfast As always as a solo traveler I was given an inner room overlooking the courtyard ,0
 Room was on ground floor so very noisy every night and early morning and windows were on to street No full length mirror No extractor in bathroom so room hot Poor lighting in room all yellow and none in bed area Shower is boiling hot or cold no medium temp Complained on check out didn t get anything back more of a oh well look ,0
 There was no dividing door between the bedroom and the bathroom No shower ,0
 We have no complaints at all ,0
 Terrible room was not accurate to how the photos looked at all The room was tiny the floor was dirty and the room was so overused and old I could not believe how much we paid for such a horrible looking badly kept room ,0
 We stayed 5 nights booked a winter garden view room with bathtub Arranged to the 1st floor which view was kind of dark and dusty At least not as shown on the photos No door for bathroom so makes room humid after shower Also showerhands was weak hard to being able to take a good bath after long walk The facility varies from room Breakfast was a bummer What matters is the service When I ask staff if there s any kettle Or maybe the cleaner forgot the welcoming water the first day they provided the answers were always Nop we don t have Nop you have to buy it costs 9 euro So are u taking or not I don t think a hotel deserves a 4 star without warm hearts and trying to solving customers needs and provide alternatives My recommendation is that it s no necessary to be equipped for every room but be prepared for some needs That s what good hotel should do Not sure if I was being picky because of this is my honeymoon At least this hotel has rooms for improvement ,0
 very disappointed with the wifi in the room no wifi at all when I was told it was later I was told it was the location of the room that the wifi was not working,0
 Towel racks would be nice ,0
 We booked a deluxe garden view room with 2 single beds What did we get A room that felt like a cave with a double bed no shower and not even a door on the bathroom When we asked for another room they said they were fully booked and gave us a bedsheet and a roll of duct tape to create some privacy for the bathroom When we checked out we were charged the same price as the deluxe room The complimentary water had already had a few gulps from it ,0
 The wifi did not always work there was no hand wash facilities in the toilet the room was a little small The couple in the next room Room number 65 were fighting in the hallway we reported them which stopped it for 20 mins they then carried on for another 1 5 hrs we went out to them on two occasions and told them to keep quiet as it was 1 30am in the morning and they had woken us up ,0
 The shower fittings were very shiny and hard to grip but I gather they are to be replaced in September The overhead shower there was a hand grip shower as well tended to flood the whole bathroom as there was no lip to keep the water inside the shower staff ,0
 Dripping tap in bathroom not a great shower fairly poor breakfast wifi only worked in the reception Overall the staff location made up for both of these minor issues,0
 The breakfast has hardly changed in 30 years except they now add dry scrambled eggs and baked beans Not good enough in such a hotel,0
 Wifi signal not great or consistent The bar and lounge was just some chairs If I wanted anything from the bar someone had to be called Overpriced for what was there My room was in a far corner that was dark hard to see where the keyhole was Room very small Housekeeping left the hose for the vacuum in the hall for most of the daay ,0
 Could be get the coffee machine to work,0
 Coffee,0
 There was a few places that could have used a little more detail when cleaning ,0
 Took a while to get key from night porter to busy on his phone ,0
 WiFi was lousy attitude of staff was at times unpleasant breakfast was unappetising and tasteless ,0
 All OK,0
 The contemporary bathroom sink was terrible in design ,0
 The doors automatically slam when you close them it s a little annoying because of the noise,0
 NAD,0
 Very poor breakfast variety considering the hotel star rating I had no internet connectivity during my stay in it ,0
 Too much deodorizer or scent in the room,0
 expect a better breakfast,0
 Breakfast in Paris hotels is not the best this is no exception ,0
 Liked everything,0
 Wifi is not acceptable way too slow or not working at all,0
 Breakfast options could be improved to include for example also some salad,0
 Wifi not consistent in room,0
 hotel noisy thin walls ,0
 Breakfast is somewhat limited concerning a 4 star hotel ,0
 Wi Fi was very poor in our room,0
 Small bathroom weird door for the toilet ,0
 No WiFi in breakfast area,0
 Shower and bathroom in general could be better,0
 breakfast was poor,0
 Scrambled egg was hard not particularly inviting,0
 Wifi could me faster ,0
 The internet it was so bad,0
 Breakfast was very sad No eggs each morning ,0
 Breakfeast could be a bit more than just continental ,0
 The size of the rooms and the quality of the Internet were poor,0
 No minibar in the small room,0
 Breakfast was bit of a disappointment ,0
 pretty small room and poor breakfast,0
 Only one thing poor wifi connection,0
 Staff weren t very welcoming and friendly,0
 Wifi is not the best and coffee at breakfast could be better,0
 Patchy Wifi in the Top Floor rooms ,0
 Room really small Bath even smaller and the shower was half broken,0
 There wasn t anything that stuck out as being negative ,0
 Cheaper breakfasts ,0
 Everything was good,0
 Small elevator,0
 Sound insulation between the rooms is not perfect No big deal though ,0
 Some difficulty in getting TV to work,0
 Small room,0
 Small beds small room for 3 people,0
 Perhaps a conversion to English on Tv channels,0
 There is no bidet at the toillete,0
 Location is really convenient ,0
 Limits on coffee provided Had to request additional tissue ,0
 The room too small,0
 I met some friend at the hotel and each of us had a different rate price the Gap was big ,0
 Breakfast terrible coffee and stale croissants,0
 late checkout only available for almost a full night s fee ,0
 Small rooms are very jammed There is no minibar or kettle in these rooms ,0
 Room is bit small and the bath tub wasn t practical at all ,0
 N A,0
 The doors of other rooms closing was a bit noisy Some weird edges and trip hazards in the room ,0
 None Whatsoever,0
 Bathrooms are a bit of a trial,0
 No room service no bar,0
 Marginal wifi only real irritant,0
 The price of the taxi to the airport totally over rated ,0
 Wifi connection was terrible,0
 All the staff showed great help except the old reception man in the morning shift 14 july 2017 he was not cooperative at all and he ruined my morning I hope the manger will do something to improve his attitude ,0
 Stuck in a lift for 20 minutes no stuff member came to talk to me or assure me Was told to wait for at most an hour imagine I was suffocating in that small lift I was rescued by a friend who came an opened the lift The technician arrived after 45 minutes Terrible experience The technician who answered the bell could speak French only Hotels should have technicians for a crucial thing as a lift on standby ,0
 The lack of a spa was surprising given some of the other high end hotels in the area,0
 The room was warm We slept fine but usually like the temperature a little cooler but enjoyed our stay ,0
 Forniture of the room is quite elegant but old aged If you want to drink something at night you must go out because the bar closes before midnight ,0
 There is no lobby in the hotel that is a problem entrance is too small and the door opens and you are cold there when you are waiting for some one ,0
 The laundry charge was too expensive I feelt like I m being overcharged somewhat ,0
 Not much not to like perhaps the carpet in our particular room could use a good cleaning quite a few stains The light system was a bit overly complicated to use and it is unnerving to have the lights go completely dark while one is in the restroom ,0
 The room had a lot of dust Sad to see such wonderful furniture lamps in need of a good dusting That is my only negative comment Staff was excellent They were the best ,0
 The room was long and the windows were positioned so high we couldn t look out of them ,0
 The front desk staff very condencending less helpful They called me thinking I have ran away without settling accidentals and the were speaking bad things in French unbeknown to them my colleque understood french Bad considering the rooms were paid only 30 for water and tourism tax ,0
 Beautiful bar restaurant that they closed bcs of low occupancy we believe Paris is strugling after bombing attack However instead of cutting cost they should invest in guests that do visit their hotel so they return Wrong service mentality ,0
 Breakfast could be much better and bigger but than again French are not known for big breakfast buffets ,0
 Everything was to expectation ,0
 So much dust behind the nightstands that I sneezed the whole time I was in the room Definitely not a 5 star hotel also didn t feel safe to leave valuable goods in the room ,0
 They didn t clean the room for 2 days we had to tell the reception The room was not very clean the carpet was very stained For the money we expected nicer ,0
 Room was a bit dark but other rooms probably are not If the rug were changed the room would have seemed like new Bathroom was very large and nice ,0
 There was no restaurant bar lounge or proper concierge on duty a fact of which I was not informed until we arrived and were pointed to the cramped cafe across the road In a week of rain and cold having to leave the hotel for every meal was not acceptable The room was compact with the shower within a high bath and on one occasion only one yowel given to us We ended up having breakfast inour room on a tiny table huddled like back packers This is definitely not 5 star ,0
 The housekeeping and cleanileness is zero The service is below average for a 5 star hotel There are very few options for food from room service and the restauraunt was closed The furniture is really old compared to what I saw on the website Not child friendly at all wifi was bad ,0
 Wifi went out TV went out No ice machine they made beds but didn t clean the room Breakfast was terrible and room service was twice the amount of what you could get right across the street ,0
 Some rooms not that good,0
 No Window,0
 No fitness No sauna,0
 Room was not clean very old style and very not like the photos on the website Highly disappointed for a supposed 5 star hotel ,0
 The toilleteries in the bathroom ,0
 Not much Would like some more varaiety on breakfast buffet ,0
 Water had chlorine in it and affected my hair,0
 nihil,0
 Staff friendly but not helpful,0
 Food smells in the left,0
 The quality of the room s internal finishes is not a five stars level ,0
 Buffet breakfast was too pricey so we went out There are many Parisian breakfast options locally ,0
 Nanny service sometime we this for our small children,0
 Staff excellence,0
 Corridors boiling hot leaving the room aircon struggling,0
 Smell in the room dated interiors,0
 I had a fold up bed,0
 Room without a real window They charged the room twice on the credit cards and did not pay back yet,0
 It would be great to make a small reparation,0
 worst bathtub placement windows can be bigger room needs more daylight ,0
 High quality breakfast buffe but with limited choices Very small reception,0
 The worst 5 star hotel I ve ever stayed in ,0
 internet connection was poor ,0
 none,0
 Arrogant staff ,0
 Hotel completamente obsoleto ,0
 The restaurant bar,0
 Room was very dated and small ,0
 many things Bed in living room internet wasnt working during all our stay etc,0
 small room tired looking,0
 Wifi connection is the worst and hardest to connect,0
 hotel is quite ols and needs to be modernized ,0
 the room was too small the bed size was very small no tea or coffee maker at room the staff wasnt friendly,0
 Bar was closed for renovation ,0
 Every thing the service is so bad and poor and the breakfast also so bad the room is so bad very old furnuture,0
 Fairly bland business hotel but excellent value and location ,0
 Would have been nice to have breakfast however at E29 per person was way beyond our budget ,0
 The hotel doorman was the rudest and most incompetent staff I have ever met I asked him to call me a taxi for the airport and he got me one coming after 20 Minutes While there was a line of taxis right at the corner Having seen that I asked him to watch my luggages time for me to see if I can get another one at the street corner the man refused saying I am on my own Finally I went with my stuff and got the taxi immediately since 10 of them where queuing Worst groom ever ,0
 No food after 11pm at the bar but yes as room service,0
 Hardly any vegetarian options,0
 Very discourteous staff except people at the front desk Rooms too small Beds uncomfortable Housekeeping and service staff rude,0
 Bar service was a bit uneven given that it was the end of the evening and they appeared to have been very busy before They recovered though ,0
 Their room service I asked for tow empty glasses to my room they told me I will pay 5 or I can come myself to take them from bar and this what I did ,0
 The food options available under room service were less But then again it is so close to some really amazing cafes and restaurants at Bercy that one can quickly step out to grab a meal if they do not want to leave the hotel ,0
 Other than for breakfast Restaurant didnt open for other meals during 4 night stay Mould build up in showers is a dead give aeay when it comes to house keeping standards,0
 The rooms are little old The breakfast is OK ,0
 Breakfast very expensive although an excellent buffet with lots of choice Hotel probably more suited to business travellers Hotel restaurant was closed on the Sunday evening I stayed ,0
 We some problems with the cleaning staff not coming back when we left the card on the door saying to come back later Or if we left the card stating to do not disturbed we were interupted ,0
 Price of room service city tax added at the end of the stay even though we paid it via booking com ,0
 Cleanliness of the breakfast room ask your staff not to put bread clumbs on the floor as at the end of breakfast at 10 30 am the room does not like very clean ,0
 When we arrived they told us that our booking was canceled but I did not get any email from booking com And they arrange another room but because of availability we had to pay extra for upgraded rooms whic were available ,0
 The toaster in the breakfast room was not working very well but that was all We struggled to find out where the car park was to park the car but finally pulled into the hotel and were helped immediately ,0
 Offered room upgrade for a charge which we took As we were checking in for only one night at 7pm a complimentary room upgrade would have been nice gesture Part of upgrade was free mini bar but there was no alcohol Just one beer a small bottle of wine would have been nice ,0
 It would be better if one more blanket can be provided in the room ,0
 More choices for Halal Muslim Food TQ,0
 Little bit far from main attractions I e the eifel tower But there is good cheap bus services right outside ,0
 We didn t like the fact that when we arrived at the hotel to check in we requested to give our credit card in order to block 360 euro for guarantee This was something that we have never been informed for before Also This caused us a big inconvenience because we didn t have this money available for our holidays At last it became much more difficult as according to our bank s policy this money will be released in 25 working days ,0
 There was a noise from what sounded like to room next door humming like air conditioning through the night The mirror in the entry was not clean ,0
 The staff at the restaurant absolutely missing service education doing comments about other customers bad welcoming at breakfast ,0
 Could not change my booking from twin room to Standards room since it was booked through a website Very unhelpful service and quite arrogant The holding fee on my credit card was hold for 2 weeks because the reception staff forgot to release the funds ,0
 My own stupidity at getting off the wrong Metro Station IT s NOT BERCY Metro its the next one my bad not the hotels,0
 Bed was a tad soft Staff removed the mattress enhancer for us which made for a much more comfortable sleep ,0
 A C,0
 Would be nice if there was a pool ,0
 Not much We drove this time and parking charges are quite high in the nearby public car park so a deal for hotel guests would be nice ,0
 Too far away from champs elysee and Eifel tower about 30min with metro I think it is time for renovation However a nice hotel ,0
 The only thing that this property could use is a pool That would be the only thing that put this property over the top other than that there are no issues ,0
 Restaurant close at 11 00 pm and if you like late dinner you should order from outside ,0
 Sofa in a broken state and not meeting the standards of the room,0
 The employees at reception desk seemed very busy and a bit artificial I did not feel they were very interested in the guests ,0
 Liquor prices Baileys Irish cream is way too expensive compared to premium whiskeys Ie 1 oz of Irish cream sells for 10 Eur compared to 1 oz of glemorange whiskey 13 Eur Knowing that that bottle of whiskey costs 4 times the bottle of Irish cream Dosage price should be reviewed relatively,0
 The price of a bottle of wine in the bar was ridiculous 44 euros ,0
 Food is very expensive and parking at hotel is 30 Euro a night which I find way over priced for staying in the hotel Gym is extremely small could do with more leisure facilities especially with kids ,0
 They did not change the bed sheets for the 6 nights and not able the cab park next to the main entrance I fell in the stones of the entrance,0
 Location is far from central Paris I lost my charging cable for my camera inside our room ,0
 room not set up for a woman unable to use hairdryer in bathroom assume for safety reasons so I had to plug it in by the desk No mirror near any of the outlets so had to use my FaceTime camera on my computer to look at myself while I dried my hair Located in a business center neighborhood while there is a metro line close by that goes straight into town without stops that s no substitution for being able to walk out the hotel and take a wander in the neighborhood That would not be recommended in this location not scenic and sidewalks walkways especially difficult along the Seine Unless you have business very close by this would not be the hotel for you Gare de Lyon is an arduous 30 minute walk if you walk fast and it s really difficult if you re hauling a suitcase even if it s small Of note when using Booking com you will not receive loyalty points you only get the points if you book directly That is really low ,0
 Very strong air freshener smell in hallway on our floor,0
 Our stay was too short ,0
 Little oversights here and there We were a group of three friends staying in one room but the extra bed didn t get made with the same fabulous comforter and they only provided one robe and slippers for the three of us Upon request an extra blanket was provided but not a proper comforter And I m sure we could have gotten extra robes as well if we had asked Another friend stayed in one of the upgraded rooms with a nespresso machine but the room hadn t been stocked with nespresso pods and it required a call to the front desk A very good place overall as I said it was just little things here and there that keep it from getting an even better score ,0
 TV in main room didn t work Lamp in main room didn t work Lighting wasn t the greatest broken lamp taken into consideration Fridge wasn t stocked up daily Valuable item of clothing went missing from our room,0
 Tables for two at breakfast are a little too close but if you are in a bigger party you are more likely to be seated at one of the circular tables in the centre of the room Bar service is extremely slow on our third visit we actually gave up waiting ,0
 On arrival despite booking a superior double room we were given a twin room on Valentine s Day When we went back to reception to tell them they had made a mistake the receptionist s quick solution was to say can we push them together for you Top marks for thinking on he feet but NO Eventually got given a different room two floors down The Bathroom towels were stained and dirty marks on the ceiling in the bathroom room service was very slow and the champagne glass had a chip which was very sharp We were informed breakfast was served until 11 00 on checking however on Monday when going down to the restaurant at 10 10 we were ushered away saying they were closed as they were only open until 1100 at the weekend 26 per person The iron in the room was broken this was replaced but the old one didn t get removed and got kept in the corner of the room Hoping this was only a one off ,0
 I have seen 2 hours after your confirmation that you wrote nonsmokers preferred Therefore I wrote promptly a mail to you DIRECT to your mailadress with the exakt Name and date of booking and I want both rooms f r SMOKERS Sorry to say i did not receive ANY answer When we arrived the booked rooms habe not been available at 14 00 and not the following days and they habe been Nonsmokers From your really friendly personal I received no comment to this All other services have been pleasent and professional ,0
 Paper cups for tea coffee facilities Asked for better cups twice both times where given more paper cups No fresh milk No creamer Asked again was given more coffee sachets At these rates I expected better ,0
 Price of food and drink very high Breakfast although a good choice the hot food was luke warm to cold There was a mouse running around the bar,0
 There s just one elevator to reach the gym 1 level no stairs and it might therefore take a while in busy times when everybody is going to upper floors,0
 Heating didn t work in room problems with wifi tv didn t turn on minimal assistance from staff in response to queries about sightseeing etc Mistake in check in info supposed to incl breakfast,0
 Not much to dislike ,0
 We were in room 528 facing south and the main road Very very noisy,0
 Front desk staff was incompetent we had friends and family calling the hotel to get in touch with us but the front desk operator gave info to our friends that we had not arrived yet and that our reservations where canceled And that there where no body in that name at the hotel In spite of us staying at the hotel wrong information was passed on he also had no clue who the guests where Totally unfit for the job ,0
 It was very noisy in our room due to traffic noise,0
 I have stayed there 3 times before there seems to be no record or continuity no way that they recognised me as being a customer who had stayed several times before that was disappointing,0
 We had a double room in a corner of the floor that was large enough but only with a small door sized window in the corner room 901 if I remember well This was not as booked online ,0
 A little far from City Center,0
 they have to add more items for the breakfast,0
 We booked 2 separate rooms through booking com This had not been communicated correctly with the hotel and only one room was ready on arrival The staff were very apologetic and dealt with this straight away There was then confusion on check out as to if the room had been paid for We didn t have any nice views from either of our rooms The location of the hotel is in a business district type area ,0
 Only staying for three days ,0
 Would have been nice to have a pool within the hotel ,0
 The wifi in the rooms could be improved The signal was very weak in our room ,0
 Everything okay ,0
 The sofa cum bed was uncomfortable for the kids to sleep The rain shower is the bedroom upstairs is too close to the wall Kept banging my head into the hand shower Location is a bit off for leisure travelers ,0
 We have been reserved in certainly adult 3 rooms when I went in the afternoon at 3 pm in hotel that there was only bed for two person in the room Although many times expressed in desk and on the phone I want to room change for 3 persons as the contract but it did not have to change Even after been eating dinner there is no subject to change at all I m very angry So I said Why do you sell this room tricked into three rooms to two room for me Finally changed the room for 3 persons contain in extrabed But heartfelt apology is not visible It is very uncomfortable experience to me about Paris ,0
 It is not near the places for tourists but with Metro using it you can come over this problem ,0
 The food and alcoholic drinks were so overpriced that it was actually cheaper to eat and drink in nightclubs and high end restaurants than at the hotel The breakfast buffet constantly ran out of cutlery glasses and soft drinks Often they were never replaced until the staff were asked The rooms had very low wardrobe space and hardly any clothing hangers Some rooms had international plug sockets while others did not Some rooms had windows that could be opened while others did not ,0
 A member of our group drove to the hotel the price was advised as 25 upon arrival the fee was 32 on the machine and then he was charged just short of 70 Even though the concierge advised that he would not pay this I will be in contact with the hotel regarding this excessive charge On a minor I was disappointed that soy milk was not available at the breakfast ,0
 no facilities at all in the room almost unbelievable no kettle even,0
 Strange mattress toppers meant feet were raised,0
 Far from many tourist atraction places,0
 Missing folks spoons and knifes during thebreakfast every day ,0
 The water was very slow for a bath It took for ever to get enough water for a bath ,0
 Not the nicest area at night,0
 The bar was a bit expelsive,0
 mattress plastic cup only one water bottle,0
 The rooms need to be renovated Carpet bathroom shower ,0
 No significant adverse comments,0
 The breakfast price was crazy No pool,0
 Would have liked to be able to open a window in the room,0
 Front desk officer should be able to speak English much better,0
 limited breakfast,0
 Broken bed with backpain as result shower didnt work well,0
 The breakfast was not good and same every morning,0
 no parking,0
 Do dog friendly park nearby,0
 The view from my room ,0
 No restaurants for lunch and dinner The shower room design is bad It made the bath room wet when used n,0
 the location was a bit further out of Central Paris than I tjought,0
 The house keeping they didn t do they job as 4 star hotel and too bad service,0
 Very bad in all,0
 a swimming pool would have been good ,0
 Distance from the main parts,0
 faulty fridge,0
 hotel should provide airport shuttle,0
 The room was small for three adults and the third bed was too small ,0
 The name Paris Centre is misleading considering it is about 6km from the centre ,0
 Room a bit hot couldn t sleep well ,0
 Only a single trashcan no view ,0
 No thing,0
 The over powering smell of perfume in lifts corridors,0
 No grab rail on shower,0
 Did not get the advertised room ,0
 The scrambled eggs on March 6th ,0
 Wish I could have stayed longer ,0
 bar not 24hrs,0
 The restaurant was closed during our stay,0
 Note suited for families with more than one child ,0
 Poor and not very fresh breakfast,0
 Changing the beds and pillows covers,0
 Dated rooms slow wi fi not a clean as expected,0
 Television,0
 Lounge toilets were not so clean,0
 Toilet on reception floor not clean,0
 Lost 40 euro in the room ,0
 We waited for more than 15 minutes to check out They should consider to add more staff ,0
 We like take bus but here only bus 24 A little bit unconvinced ,0
 i didn t,0
 Not much,0
 Noyhing,0
 Located to far from the central tourist attractions Easy with the metro though ,0
 The breckfast was very bad,0
 N a,0
 Quote far from the airport,0
 Very limited of car parking with Hotel ,0
 Parking not free,0
 quite far from all attractions places,0
 the stuff attitude not much good,0
 Fitness center ,0
 pets,0
 Price of food ,0
 Hard to find,0
 Location is a challenge far from most of the attractions,0
 The room is so small It is not like in the picture However we are used with rooms in Paris The elevator stops at the middle of 2 floors so you have to walk up or down to access your room It is quite strange with us ,0
 Mini fridge was missing shower is a bit tired and room had absolutely ugly color ,0
 The elevator stops at strange half floors So no matter which floor you re getting off at you have to take a few steps up down on a narrow staircase to get to your room ,0
 Expensive breakfast Buy it on the coffee roastery at the corner of the park instead ,0
 Small room and the chairs made it smaller Fact were no hooks in bathroom no herbal tea and no tea cups or mugs ,0
 Frankly we don t understand how this hotel has a 4 star label This should be 3 at most Rooms are very small the hotel itself is a bit old the elevator stops between floors so you still have to take a few steps and it is also ridiculously small we could not fit 2 people with our two suitcases and we are small Oh and WiFi was terribly slow as well ,0
 reception staff grumpy very poor breakfast not at all a 4 star level hotel,0
 it s probably the Paris standard but the triple room was incredibly small overpriced like hell,0
 The small size of lift And the lift stops in the middle of 2 floors needing to take stairs some heavy luggages ,0
 dark in corridors and small stairs Very small room selected and paid for a double room but got a single room No security chain on inside bedroom Some of the Staff at reception or breakfast staff almost inexistant Disappointing for a 4 star hotel It is a good 3 but not 4,0
 Breakfast was ridiculous If staying at the hotel please don t pay for breakfast as you WILL be disappointed There is a fabulous restaurant around the corner from the hotel two minute walk it s called Vertigo The food was great ,0
 I called down for a charger and iron the man on reception asked me to come collect it i explained I was in PJ s and he said what do you want me to do Then another man walked into my room at the crack of dawn Used a key so presumed must have been staff but this woke me up and obviously was quite frightening I told reception the next day and she seemed particularly unmoved by this simply said he must of been staff Finally as we left the staff were standing right outside the hotel entrance smoking Generally unprofessional quite rude and would NOT recommend ,0
 The room was extremely small It would have been acceptable as a single room but not as a double room The bed was extremely small and it was attached to the wall on one side and a small passage on the other side I am not sure how it can be called a double room ,0
 Breakfast was a little chaotic got down 35 minutes before it finished but we had to ask for all the basics as it was v poorly replenished Airco didnt work so bed room was really very hot The bathroom was tiny which is to be expected in Paris but was just one more thing ,0
 For the price I could not find fault ,0
 Rooms too small for 3rd bed which was a rather uncomfortable sofa bed leaving no space to lay out a suitcase Parking was difficult ,0
 The rooms were small but functional If you are looking for lots of room to spread out this hotel is probably not the best choice If you are going to see the sights and just need a clean comfortable place to sleep this is a great option Since we had a toddler it was slightly cramped but that is my only complaint ,0
 The Room we took was a bit small for 2 people but was big enough all the same ,0
 The pictures I got in my reservation do not belong to the room I got I reserved a superior room and it was quite small I asked the receptionist what is superior in my room and she told me that is the view to the park that makes it superior I felt disappointed It took hours to the staff to prepare scrumble eggs ,0
 Not conveniently located from the airport or in to central Paris It is eother 20 in a taxi to central Paris or a 90 min walk The room was unbelievably small and It comfortable for three people in the family room I paid 150 for one night for a family room but it was not comfortable no small luxuries and not ideally located The fire alarm went off early in the morning which disrupted the breakfast routine We were dragged out of the hotel very early because a chef burnt some toast and set the alarm off From then on there was insufficient breakfast on the counter and it took us nearly an hour of waiting for toast and eggs to arrive Overall I was very disappointed with the hotel Please don t stay here ,0
 The value for the money wasn t that well The location wasn t good for the money The room was Tiny ,0
 Please booking personal must be check all things then presents they in to booking web sit ,0
 The pillows are very soft which I don t like and there isn t any milk in the room if you have a craving for a cuppa after a long day ,0
 The room was small with a disappointment view it was on the 1st floor but it felt like a basement We had the view of a wall and all the air air conditioners outside In the silence at night we could only hear that annoying sound of them working ,0
 Only a welcome information about the surrounding area would have been really appreciated ,0
